Sentence,Aspect,Category,Opinion,Polarity,Implicitness
lacks even the lowest level of cushioning and support i would have expected from a running shoe .,running shoe,performance#comfort,lacks even the lowest level of cushioning and support,negative,EAEO
lacks even the lowest level of cushioning and support i would have expected from a running shoe .,running shoe,performance#support/stability,lacks even the lowest level of cushioning and support,negative,EAEO
it would be better if advertised as a walking shoe .,walking shoe,performance#use case applicability,it would be better if advertised as a walking shoe,negative,EAEO
i ' d like to try something beefier in the future .,null,appearance#form,i ' d like to try something beefier in the future,negative,IAEO
purchased the black denim .,null,contextofuse#purchase\_context,purchased the black denim,neutral,IAEO
the shoes are so cute in pics but irl they are so wide and bulky .,shoes,contextofuse#purchase\_context,are so cute in pics but irl they are so wide and bulky,negative,EAEO
the shoes are so cute in pics but irl they are so wide and bulky .,shoes,appearance#form,are so cute in pics but irl they are so wide and bulky,negative,EAEO
they might look ok with pants .,null,contextofuse#use case,they might look ok with pants,neutral,IAEO
had to swap them out for another style,null,contextofuse#purchase\_context,had to swap them out for another style,negative,IAEO
great shoe but the sizing was a little off .,shoe,general,great,positive,EAEO
great shoe but the sizing was a little off .,shoe,performance#sizing/fit,but the sizing was a little off,negative,EAEO
need about a half size bigger .,null,performance#sizing/fit,need about a half size bigger,neutral,IAEO
hard to give an honest assessment on an item that doesn ' t fit perfectly .,item,cost/value,hard to give an honest assessment on an item that doesn ' t fit perfectly,neutral,EAEO
shoe no longer available so i cannot exchange for bigger size .,shoe,contextofuse#purchase\_context,no longer available so i cannot exchange for bigger size,negative,EAEO
warning these are not understated shoes .,shoes,contextofuse#purchase\_context,warning these are not understated shoes,negative,EAEO
they are shiny white patent leather and hideous in my opinion .,null,appearance#color,they are shiny white patent leather and hideous in my opinion,negative,IAEO
they are shiny white patent leather and hideous in my opinion .,null,appearance#material,they are shiny white patent leather and hideous in my opinion,negative,IAEO
update your description new balance .,null,contextofuse#purchase\_context,update your description new balance .,negative,IAEO
1006 fits tight .,null,performance#sizing/fit,fits tight,negative,IAEO
"it lacks the stability of the 1540 , which fits much better .",null,performance#support/stability,it lacks the stability,negative,IAEO
this is the reason i tried the 1006 .,null,contextofuse#purchase\_context,this is the reason i tried the 1006,neutral,IAEO
there so comfy i had to come back for a second pair .,pair,performance#comfort,so comfy i had to come back for a second pair,positive,EAEO
there so comfy i had to come back for a second pair .,pair,cost/value,so comfy i had to come back for a second pair,positive,EAEO
i ' m eyeing the white ones now .,null,appearance#color,i ' m eyeing the white ones,positive,IAEO
excellent for cardio classes .,null,performance#use case applicability,excellent for cardio classes,positive,IAEO
"they were too tight , uncomfortable and too much space in the front .",front,appearance#shoe component,too much space in the front,negative,EAEO
"they were too tight , uncomfortable and too much space in the front .",null,performance#comfort,uncomfortable,negative,IAEO
"they were too tight , uncomfortable and too much space in the front .",null,performance#sizing/fit,were too tight,negative,IAEO
i was very disappointed .,null,general,i was very disappointed,negative,IAEO
i ended up giving them to my daughter who has extremely narrow feet and no arches .,null,contextofuse#purchase\_context,i ended up giving them to my daughter who has extremely narrow feet and no arches,neutral,IAEO
they fit her feet perfectly .,null,performance#sizing/fit,they fit her feet perfectly,positive,IAEO
hoenstly because these prestos are not made with mesh type of material they fit more exact which made it feel uncomfortable .,prestos,performance#sizing/fit,not made with mesh type of material they fit more exact which made it feel uncomfortable,positive,EAEO
hoenstly because these prestos are not made with mesh type of material they fit more exact which made it feel uncomfortable .,mesh,appearance#material,not made with mesh type of material they fit more exact which made it feel uncomfortable,negative,EAEO
hoenstly because these prestos are not made with mesh type of material they fit more exact which made it feel uncomfortable .,prestos,performance#comfort,not made with mesh type of material they fit more exact which made it feel uncomfortable,negative,EAEO
i purchased because i like the color scheme for the winter .,null,appearance#color,i like the color scheme,positive,IAEO
i would recommend this sneaker for an individual with a narrow foot as well .,sneaker,performance#sizing/fit,i would recommend this sneaker for an individual with a narrow foot as well,positive,EAEO
hard to describe the sole of this shoe & how it feels .,sole,appearance#shoe component,hard to describe the sole of this shoe & how it feels,neutral,EAEO
it ' s very unnatural & not something i want to wear .,null,performance#general,it ' s very unnatural & not something i want to wear,negative,IAEO
the sides of the sole showed wrinkles from just a few steps .,null,performance#durability,wrinkles from just a few steps,negative,IAEO
so much cushion in odd places .,cushion,appearance#shoe component,so much cushion in odd places,negative,EAEO
the sides of the sole showed wrinkles from just a few steps .,sole,appearance#shoe component,wrinkles from just a few steps,negative,EAEO
i did like the style & unique look,null,appearance#form,i did like the style & unique look,positive,IAEO
