Sentence,Aspect,Category,Opinion,Polarity,Implicitness
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,shoes,performance#sizing/fit,run very true to size,positive,EAEO
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,shoes,contextofuse#purchase\_context,deceived by the photo,negative,EAEO
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,shoes,appearance#form,thinking they were slip on with elastic rather than tie,negative,EAEO
i ended up returning these . i think they run very true to size but i was deceived by the photo thinking they were slip on with elastic rather than tie shoes . i ended up purchasing a different shoe from a nearby nb store .,shoe,cost/value,ended up purchasing a different,negative,EAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",shoes,appearance#general,look amazing,positive,EAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",shoes,performance#general,feel fine,positive,EAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",shoes,performance#comfort,don ' t have the cushioning they ' re sold to have,negative,EAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",cushioning,appearance#shoe component,don ' t have the cushioning they ' re sold to have,negative,EAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",null,contextofuse#purchase\_context,"return policy was a little easier , i ' d send back",negative,IAEO
"these shoes look amazing and feel fine , but don ' t have the cushioning they ' re sold to have . if the return policy was a little easier , i ' d send back and get hokas at this price point .",null,cost/value,get hokas at this price point,negative,IAEO
"good , fun look . not the most comfortable . i would buy them again .",null,appearance#general,"good , fun look",positive,IAEO
"good , fun look . not the most comfortable . i would buy them again .",null,performance#comfort,not the most comfortable,negative,IAEO
"good , fun look . not the most comfortable . i would buy them again .",null,cost/value,i would buy them again,positive,IAEO
the little tab on one shoe that the strings go through on the tongue broke within one day . the rest of the shoe is great .,shoe,performance#durability,that the strings go through on the tongue broke within one day,negative,EAEO
the little tab on one shoe that the strings go through on the tongue broke within one day . the rest of the shoe is great .,little tab,appearance#shoe component,that the strings go through on the tongue broke within one day,negative,EAEO
the little tab on one shoe that the strings go through on the tongue broke within one day . the rest of the shoe is great .,shoe,performance#general,rest of the shoe is great,positive,EAEO
i needed a new pair of base shoes and buy nb frequently because they run wider than normal . i ordered a 4e but the toe box was still far too narrow and hurt my feet .,base shoes,contextofuse#purchase\_context,needed a new pair,neutral,EAEO
i needed a new pair of base shoes and buy nb frequently because they run wider than normal . i ordered a 4e but the toe box was still far too narrow and hurt my feet .,nb,contextofuse#usage frequency,buy nb frequently,positive,EAEO
i needed a new pair of base shoes and buy nb frequently because they run wider than normal . i ordered a 4e but the toe box was still far too narrow and hurt my feet .,4e,performance#sizing/fit,toe box was still far too narrow,negative,EAEO
i needed a new pair of base shoes and buy nb frequently because they run wider than normal . i ordered a 4e but the toe box was still far too narrow and hurt my feet .,toe box,appearance#shoe component,toe box was still far too narrow,negative,EAEO
